id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,sum
622,0,0,8,4,0,13.0,10,0,657
623,0,0,5,3,0,11.0,3,0,645
624,0,0,9,5,0,8.0,5,0,651
625,3,0,3,4,0,10.0,9,0,654
626,5,0,0,3,0,0.0,2,1,638
627,2,0,3,5,0,6.0,9,0,652
628,4,0,0,0,0,4.0,0,1,638
629,3,0,8,0,0,11.0,7,0,658
630,2,0,8,6,0,12.0,7,0,665
631,3,0,8,6,0,6.0,3,0,657
632,5,0,1,3,0,5.0,1,1,649
633,2,0,9,6,0,10.0,5,0,665
634,3,0,7,6,0,12.0,5,0,667
635,10,0,0,2,0,5.0,2,1,656
636,3,0,5,4,0,13.0,0,0,661
637,2,0,6,0,0,9.0,8,0,662
638,4,0,1,0,0,5.0,1,1,650
639,3,0,7,6,0,7.996737263880939,3,0,658
640,3,0,7,5,0,15.0,4,0,674
641,0,0,6,3,0,8.0,8,0,666
642,3,0,4,5,0,12.0,5,0,671
643,2,0,8,3,0,11.0,4,0,671
644,3,0,8,4,0,11.0,8,0,678
645,0,0,9,4,0,13.0,5,0,676
646,0,0,8,3,0,11.0,7,0,675
647,1,0,7,3,0,15.0,10,0,683
648,4,0,9,4,0,15.0,6,0,686
649,4,0,4,6,0,12.0,6,0,681
650,9,0,0,2,0,3.0,1,1,667
651,11,0,2,3,0,4.0,3,0,676
652,10,0,5,6,0,13.0,9,0,685
653,3,0,5,0,0,7.0,3,0,671
654,2,0,5,3,0,6.0,8,0,678
655,9,0,0,0,0,3.0,1,0,670
656,2,0,0,6,0,11.0,9,0,684
657,10,0,3,0,0,5.0,2,1,679
658,2,0,4,3,0,5.0,7,0,679
659,1,0,0,6,0,8.0,9,0,683
660,4,0,1,0,0,4.0,0,1,671
661,5,0,0,0,0,4.0,2,1,674
662,1,0,7,7,0,13.0,10,0,700
663,2,0,6,7,0,6.0,3,0,687
664,0,0,5,4,0,15.0,9,0,697
665,5,0,3,3,0,5.0,0,1,683
666,0,0,6,5,0,15.0,7,0,699
667,2,0,8,5,0,4.0,9,0,695
668,3,0,6,0,0,13.0,7,0,697
669,2,0,4,7,0,12.0,7,0,701
670,1,0,6,4,0,10.0,8,0,699
671,1,0,6,3,0,10.0,4,0,695
672,1,0,6,5,0,7.996737263880939,5,0,689
673,1,0,4,7,0,13.0,6,0,704
674,0,0,6,6,0,10.0,6,0,702
675,2,0,6,3,0,10.0,3,0,699
676,4,0,4,4,0,6.0,8,0,702
677,6,0,0,0,0,3.0,0,1,687
678,2,0,5,5,0,13.0,0,0,703
679,5,0,0,3,0,2.0,1,1,692
680,2,0,10,5,0,8.0,9,0,714
681,8,0,0,0,0,5.0,0,1,695
682,1,0,7,6,0,6.0,3,0,705
683,6,0,0,2,0,0.0,2,1,695
684,0,0,9,7,0,11.0,9,0,720
685,2,0,4,6,0,15.0,8,0,720
686,3,0,4,3,0,8.0,9,0,713
687,10,0,5,4,0,15.0,4,0,715
688,7,0,3,0,0,3.0,0,1,703
689,1,0,5,7,0,9.0,6,0,717
690,8,0,0,1,0,7.996737263880939,1,1,701
691,10,0,2,0,0,5.0,3,1,713
692,2,0,6,4,0,10.0,6,0,720
693,0,0,9,4,0,8.0,9,0,723
694,10,0,10,5,0,15.0,7,0,731
695,1,0,7,5,0,4.0,9,0,721
696,10,0,3,5,0,7.0,4,0,715
697,0,0,9,4,0,13.0,3,0,726
698,2,0,3,4,0,4.0,5,0,716
699,6,0,2,3,0,3.0,1,1,715
700,10,0,0,0,0,5.0,1,1,717
701,0,0,10,5,0,13.0,4,0,733
702,9,0,0,0,0,3.0,4,1,720
703,4,0,0,0,0,3.0,0,1,712
704,1,0,7,6,0,7.996737263880939,9,0,727
705,6,0,0,1,0,7.996737263880939,2,1,716
706,3,0,6,6,0,12.0,7,0,740
707,6,0,0,1,0,1.0,2,0,719
708,2,0,8,5,0,8.0,0,0,731
709,3,0,7,3,0,8.0,9,0,739
710,2,0,6,7,0,6.0,6,0,737
711,3,0,7,6,0,8.0,7,0,742
712,0,0,8,3,0,13.0,6,0,742
713,7,0,2,2,0,3.0,0,1,729
714,5,0,4,2,0,4.0,1,0,732
715,10,0,1,0,0,5.0,0,1,723
716,1,0,5,5,0,12.0,7,0,746
717,5,0,1,2,0,4.0,1,1,732
718,6,0,0,0,0,2.0,1,1,729
719,0,0,7,4,0,7.996737263880939,3,0,733
720,3,0,6,5,0,15.0,4,0,753
721,3,0,4,6,0,10.0,6,0,750
722,10,0,0,0,0,4.0,2,1,740
723,3,0,5,3,0,10.0,8,0,752
724,0,0,6,7,0,6.0,8,0,751
725,3,0,7,0,0,14.0,4,0,753
726,3,0,5,4,0,9.0,9,0,756
727,6,0,3,2,0,3.0,2,0,745
728,3,0,9,6,0,15.0,6,0,767
729,10,0,9,6,0,15.0,10,0,769
730,9,0,0,1,0,4.0,0,1,745
731,2,0,9,3,0,8.0,3,0,756
732,1,0,0,4,0,15.0,4,0,756
733,7,0,2,3,0,4.0,0,1,751
734,2,0,8,3,0,11.0,3,0,761
735,10,0,7,5,0,9.0,7,0,763
736,0,0,7,7,0,7.996737263880939,4,0,754
737,7,0,0,0,0,5.0,2,0,753
738,5,0,5,7,0,8.0,7,1,770
739,4,0,9,6,0,13.0,7,0,778
740,0,0,0,6,0,12.0,3,0,761
741,2,0,10,4,0,6.0,4,0,767
742,2,0,6,4,0,5.0,7,0,766
743,2,0,8,4,0,10.0,8,0,775
744,10,0,0,4,0,6.0,7,0,761
745,0,0,7,3,0,5.0,7,0,767
746,8,0,1,1,0,4.0,5,1,767
747,4,0,1,0,0,1.0,3,1,758
748,2,0,8,0,0,15.0,7,0,780
749,5,0,4,0,0,1.0,0,1,761
750,1,0,7,5,0,6.0,7,0,776
751,0,0,7,3,0,14.0,3,0,778
752,1,0,0,5,0,10.0,6,0,774
753,4,0,8,4,0,5.0,6,0,780
754,3,0,4,3,0,9.0,6,0,779
755,3,0,7,5,0,15.0,0,0,785
756,0,0,7,4,0,6.0,8,0,781
757,0,0,5,0,0,12.0,3,0,777
758,10,0,5,4,0,15.0,5,0,787
759,1,0,9,7,0,13.0,7,0,796
760,2,0,0,3,0,15.0,10,0,790
761,2,0,7,5,0,9.0,6,0,790
762,10,0,2,2,0,7.996737263880939,0,1,778
763,0,0,5,0,0,8.0,7,0,783
764,1,0,8,5,0,15.0,3,0,796
765,4,0,0,0,0,5.0,0,1,776
766,0,0,4,5,0,7.0,7,0,789
767,1,0,7,4,0,6.0,6,0,791
768,1,0,9,5,0,14.0,10,0,807
769,1,0,4,5,0,9.0,4,0,792
770,3,0,7,4,0,14.0,9,0,807
771,4,0,6,6,0,8.0,10,0,805
772,3,0,4,6,0,5.0,6,0,796
773,1,0,6,3,0,4.0,8,0,795
774,2,0,8,5,0,8.0,4,0,801
775,9,0,0,2,0,0.0,0,1,788
776,0,0,5,3,0,8.0,7,0,799
777,3,0,4,3,0,6.0,4,0,797
778,0,0,5,6,0,5.0,8,0,802
779,2,0,9,0,0,14.0,4,0,808
780,0,0,8,3,0,9.0,0,0,800
781,8,0,0,2,0,4.0,0,1,796
782,0,0,8,5,0,14.0,9,0,818
783,3,0,8,3,0,10.0,7,0,814
784,10,0,3,2,0,3.0,0,1,804
785,2,0,9,5,0,9.0,3,0,813
786,2,0,8,6,0,14.0,6,0,822
787,9,0,1,1,0,1.0,1,1,801
788,3,0,4,3,0,7.996737263880939,10,0,808
789,2,0,6,3,0,12.0,3,0,815
790,0,0,9,5,0,15.0,5,0,824
791,2,0,7,3,0,5.0,4,0,812
792,0,0,5,0,0,11.0,6,0,814
793,5,0,1,0,0,7.0,2,1,810
794,6,0,3,0,0,0.0,0,1,805
795,4,0,10,7,0,11.0,6,0,833
796,7,0,2,0,0,1.0,1,1,808
797,2,0,4,3,0,7.996737263880939,9,0,815
798,1,0,0,4,0,14.0,7,0,824
799,3,0,6,3,0,14.0,3,0,828
800,10,0,0,2,0,1.0,1,1,815
801,0,0,7,7,0,13.0,8,0,836
802,5,0,3,0,0,3.0,0,1,815
803,2,0,3,4,0,8.0,6,0,826
804,2,0,6,6,0,12.0,7,0,837
805,3,0,7,5,0,13.0,4,0,837
806,3,0,4,7,0,6.0,5,0,831
807,3,0,6,4,0,15.0,4,0,839
808,2,0,4,7,0,9.0,0,0,830
809,11,0,2,0,0,1.0,3,1,828
810,10,0,9,5,0,5.0,9,0,838
811,1,0,7,4,0,15.0,8,0,846
812,7,0,2,0,0,4.0,1,1,828
813,6,0,3,0,0,7.996737263880939,0,1,824
814,10,0,9,5,0,14.0,4,0,846
815,3,0,9,5,0,5.0,6,0,843
816,9,0,0,0,0,1.0,2,1,830
817,3,0,5,5,0,12.0,3,0,845
818,8,0,2,3,0,2.0,2,1,837
819,5,0,1,1,0,0.0,3,1,831
820,1,0,6,5,0,8.0,5,0,845
821,4,0,3,3,0,0.0,0,1,833
822,3,0,4,4,0,10.0,6,0,849
823,10,0,3,0,0,1.0,1,1,839
824,6,0,7,5,0,7.0,7,0,856
825,1,0,9,6,0,6.0,5,0,852
826,8,0,0,0,0,5.0,3,1,844
827,5,0,2,0,0,3.0,1,1,839
828,3,0,9,6,0,7.996737263880939,3,0,849
829,0,0,4,5,0,12.0,9,0,859
830,7,0,1,3,0,4.0,3,1,850
831,7,0,0,1,0,2.0,0,1,843
832,2,0,8,5,0,14.0,6,0,867
833,3,0,10,6,0,13.0,5,0,870
834,2,0,4,3,0,12.0,6,0,861
835,3,0,5,0,0,11.0,5,0,859
836,10,0,6,6,0,11.0,3,0,862
837,1,0,5,7,0,14.0,7,0,871
838,6,0,0,0,0,5.0,3,1,854
839,2,0,9,7,0,10.0,5,0,872
840,2,0,8,3,0,8.0,8,0,869
841,6,0,0,0,0,4.0,2,1,855
842,2,0,7,5,0,12.0,8,0,876
843,2,0,5,6,0,6.0,6,0,868
844,10,0,7,3,0,14.0,4,0,872
845,4,0,5,6,0,7.0,6,0,873
846,7,0,1,3,0,4.0,0,1,863
847,8,0,0,0,0,7.996737263880939,1,1,858
848,2,0,6,5,0,14.0,9,0,884
849,11,0,0,1,0,3.0,2,1,867
850,2,0,4,7,0,9.0,6,0,878
851,0,0,5,7,0,14.0,4,0,881
852,4,0,1,2,0,3.0,1,1,865
853,1,0,5,3,0,7.0,3,0,872
854,1,0,6,4,0,4.0,4,0,873
855,5,0,7,5,0,9.0,3,0,884
856,9,0,2,3,0,5.0,1,1,878
857,8,0,2,0,0,2.0,1,1,872
858,10,0,1,1,0,3.0,1,1,876
859,8,0,1,1,0,1.0,2,1,873
860,3,0,4,0,0,9.0,9,0,885
861,5,0,0,1,0,2.0,0,1,871
862,0,0,9,3,0,7.0,3,0,884
863,6,0,6,6,0,11.0,3,0,895
864,2,0,9,6,0,15.0,5,0,901
865,1,0,5,3,0,7.0,5,0,886
866,2,0,8,3,0,12.0,8,0,899
867,3,0,4,7,0,6.0,10,0,897
868,0,0,5,3,0,5.0,3,1,886
869,10,0,2,0,0,7.996737263880939,2,0,885
870,1,0,0,7,0,7.0,7,0,892
871,3,0,4,4,0,5.0,7,0,894
872,3,0,4,4,0,9.0,5,0,897
873,2,0,3,4,0,13.0,8,0,903
874,2,0,5,5,0,9.0,4,0,899
875,10,0,4,7,0,15.0,3,0,904
876,4,0,9,3,0,10.0,8,0,910
877,1,0,4,6,0,13.0,4,1,905
878,3,0,8,6,0,4.0,5,0,904
879,0,0,0,4,0,13.0,3,0,899
880,5,0,0,2,0,3.0,1,0,891
881,1,0,9,4,0,11.0,10,0,916
882,0,0,7,7,0,8.0,5,0,909
883,2,0,4,5,0,10.0,5,0,909
884,2,0,5,7,0,14.0,3,0,915
885,6,0,3,2,0,4.0,1,1,902
886,2,0,5,4,0,7.996737263880939,8,0,905
887,0,0,7,3,0,4.0,9,0,910
888,3,0,7,4,0,9.0,9,0,920
889,2,0,0,4,0,5.0,5,0,905
890,10,0,3,2,0,4.0,0,1,909
891,10,0,4,4,0,11.0,7,0,917
892,10,0,9,3,0,12.0,5,0,921
893,1,0,4,7,0,6.0,4,0,915
894,1,0,7,5,0,15.0,0,0,922
895,1,0,6,5,0,7.996737263880939,3,0,910
896,0,0,9,5,0,8.0,9,0,927
897,0,0,5,7,0,6.0,5,0,920
898,3,0,5,6,0,8.0,4,0,924
899,1,0,8,7,0,7.0,3,0,925
900,3,0,8,5,0,12.0,6,0,934
901,3,0,6,3,0,9.0,3,0,925
902,8,0,2,2,0,2.0,2,1,919
903,1,0,4,0,0,12.0,5,0,925
904,3,0,8,3,0,15.0,5,0,938
905,0,0,7,6,0,5.0,9,0,932
906,3,0,9,3,0,14.0,0,0,935
907,1,0,4,3,0,9.0,6,0,930
908,0,0,5,3,0,10.0,5,0,931
909,8,0,2,1,0,2.0,1,1,924
910,11,0,1,0,0,4.0,0,1,927
911,2,0,9,7,0,15.0,6,0,950
912,10,0,7,0,0,11.0,8,0,938
913,9,0,0,1,0,4.0,0,1,929
914,2,0,8,6,0,7.996737263880939,5,0,935
915,4,0,7,6,0,13.0,5,0,950
916,10,0,3,1,0,2.0,1,1,925
917,0,0,8,5,0,13.0,10,0,953
918,0,0,9,6,0,8.0,0,0,941
919,0,0,3,3,0,7.0,3,0,935
920,1,0,6,7,0,10.0,5,0,949
921,0,0,5,5,0,8.0,0,0,939
922,1,0,10,5,0,8.0,3,0,949
923,1,0,9,4,0,7.0,9,0,953
924,2,0,5,4,0,12.0,8,0,955
925,0,0,9,6,0,10.0,5,0,955
926,1,0,9,3,0,9.0,6,0,954
927,4,0,2,1,0,2.0,0,1,937
928,10,0,1,3,0,3.0,1,1,948
929,5,0,2,1,0,0.0,2,1,941
930,9,0,2,3,0,3.0,3,1,952
931,3,0,7,6,0,6.0,7,0,960
932,5,0,3,3,0,3.0,0,1,948
933,2,0,6,5,0,15.0,4,0,965
934,3,0,5,6,0,4.0,7,0,959
935,0,0,6,5,0,12.0,3,0,961
936,9,0,1,1,0,2.0,0,1,951
937,1,0,4,5,0,5.0,7,0,959
938,4,0,9,5,0,9.0,6,0,971
939,0,0,9,6,0,10.0,0,0,964
940,1,0,4,7,0,10.0,3,0,965
941,2,0,10,4,0,7.0,4,0,968
942,3,0,9,0,0,14.0,3,0,971
943,2,0,9,0,0,7.0,5,0,966
944,4,0,7,3,0,6.0,6,0,970
945,10,0,3,3,0,5.0,3,0,969
946,7,0,3,2,0,4.0,2,0,965
947,3,0,6,7,0,12.0,9,0,984
948,0,0,5,6,0,8.0,7,0,974
949,6,0,0,1,0,5.0,1,1,963
950,9,0,0,2,0,1.0,1,1,965
951,1,0,7,3,0,11.0,3,0,976
952,1,0,8,6,0,7.996737263880939,3,0,970
953,3,0,4,5,0,5.0,3,0,973
954,0,0,5,7,0,7.0,5,0,978
955,0,0,7,5,0,9.0,7,0,983
956,0,0,9,5,0,7.0,6,0,983
957,2,0,6,6,0,7.0,9,0,987
958,1,0,5,4,0,10.0,4,0,982
959,3,0,9,4,0,6.0,8,0,989
960,1,0,5,6,0,15.0,4,0,991
961,4,0,8,5,0,7.0,4,0,989
962,1,0,7,7,0,11.0,3,0,991
963,3,0,8,6,0,14.0,4,0,998
964,5,0,3,0,0,7.0,1,1,982
965,8,0,0,2,0,7.996737263880939,2,1,979
966,0,0,7,7,0,8.0,3,0,991
967,0,0,6,6,0,7.996737263880939,8,0,987
968,2,0,0,3,0,8.0,6,0,987
969,11,0,2,2,0,5.0,1,1,991
970,2,0,5,4,0,14.0,7,0,1002
971,3,0,4,5,0,5.0,6,0,994
972,7,0,3,0,0,4.0,1,1,989
973,3,0,4,6,0,4.0,4,0,994
974,10,0,5,3,0,8.0,6,0,996
975,1,0,3,6,0,11.0,7,0,1003
976,2,0,0,5,0,10.0,7,0,1000
977,2,0,6,4,0,14.0,9,0,1012
978,1,0,5,6,0,10.0,8,0,1008
979,0,0,4,4,0,14.0,3,0,1004
980,3,0,4,4,0,6.0,0,0,997
981,9,0,2,0,0,5.0,2,1,1000
982,0,0,8,6,0,4.0,9,0,1009
983,10,0,3,5,0,6.0,4,0,1001
984,5,0,3,2,0,3.0,0,1,998
985,1,0,9,4,0,12.0,8,0,1019
986,1,0,3,6,0,7.0,4,0,1007
987,1,0,5,6,0,13.0,7,0,1019
988,1,0,4,5,0,5.0,3,0,1006
989,11,0,1,0,0,0.0,1,1,1004
990,8,0,3,2,0,4.0,0,1,1009
991,10,0,7,6,0,12.0,6,0,1022
992,0,0,8,6,0,8.0,5,0,1019
993,1,0,7,3,0,11.0,6,0,1021
994,8,0,1,0,0,4.0,0,1,1008
995,1,0,9,6,0,10.0,4,0,1025
996,4,0,1,0,0,4.0,2,1,1009
997,1,0,8,0,0,10.0,6,0,1022
998,5,0,0,2,0,4.0,0,1,1010
999,2,0,7,0,0,12.0,3,0,1023
1000,1,0,4,4,0,14.0,3,0,1026
1001,3,0,5,3,0,9.0,3,0,1024
1002,1,0,8,6,0,10.0,6,0,1033
1003,1,0,5,4,0,7.0,5,0,1025
1004,1,0,7,4,0,7.996737263880939,3,0,1019
1005,7,0,3,0,0,5.0,2,1,1024
1006,3,0,7,5,0,10.0,4,0,1035
1007,5,0,1,1,0,1.0,3,1,1020
1008,0,0,9,4,0,14.0,8,0,1043
1009,3,0,9,3,0,5.0,10,0,1039
1010,0,0,9,5,0,9.0,5,0,1038
1011,1,0,7,6,0,9.0,6,0,1040
1012,1,0,7,5,0,7.996737263880939,3,0,1028
1013,2,0,7,7,0,3.0,9,0,1041
1014,3,0,8,0,0,9.0,5,0,1039
1015,10,0,3,0,0,5.0,0,1,1035
1016,3,0,8,3,0,10.0,6,0,1046
1017,0,0,9,5,0,13.0,6,0,1050
1018,2,0,6,5,0,12.0,0,0,1043
1019,0,0,4,6,0,12.0,6,0,1047
1020,3,0,6,3,0,10.0,3,0,1045
1021,6,0,2,0,0,1.0,2,1,1033
1022,0,0,4,7,0,9.0,7,0,1049
1023,3,0,9,4,0,9.0,8,0,1056
1024,0,0,7,5,0,15.0,9,0,1060
1025,1,0,4,6,0,11.0,10,0,1057
1026,8,0,3,0,0,6.0,0,1,1045
1027,0,0,7,4,0,7.0,7,0,1052
1028,8,0,1,2,0,2.0,0,1,1042
1029,2,0,9,6,0,10.0,8,0,1064
1030,1,0,6,4,0,5.0,9,0,1055
1031,11,0,3,0,0,4.0,2,1,1053
1032,8,0,1,0,0,2.0,0,1,1044
1033,10,0,2,1,0,0.0,0,1,1048
1034,0,0,6,5,0,7.996737263880939,0,0,1045
1035,0,0,7,5,0,14.0,0,0,1061
1036,5,0,1,0,0,2.0,0,1,1046
1037,4,0,2,3,0,1.0,2,0,1051
1038,3,0,7,5,0,10.0,7,0,1070
1039,11,0,2,1,0,1.0,0,1,1056
1040,5,0,3,2,0,4.0,3,1,1059
1041,11,0,0,1,0,0.0,0,0,1055
1042,2,0,0,5,0,5.0,9,0,1063
1043,2,0,6,5,0,12.0,3,0,1071
1044,11,0,0,2,0,1.0,1,1,1061
1045,0,0,9,5,0,13.0,4,0,1076
1046,3,0,7,6,0,11.0,7,0,1080
1047,1,0,8,6,0,7.0,6,0,1075
1048,1,0,8,6,0,6.0,7,0,1076
1049,0,0,4,5,0,14.0,0,0,1072
1050,1,0,4,6,0,15.0,4,0,1080
1051,2,0,7,5,0,7.996737263880939,4,0,1069
1052,4,0,2,0,0,4.0,0,1,1063
1053,8,0,2,0,0,1.0,2,1,1067
1054,1,0,6,4,0,11.0,8,0,1084
1055,3,0,4,7,0,15.0,3,0,1087
1056,0,0,9,5,0,9.0,3,0,1082
1057,0,0,0,5,0,7.996737263880939,7,0,1069
1058,0,0,7,5,0,13.0,5,0,1088
1059,3,0,3,3,0,5.0,3,0,1076
1060,10,0,3,2,0,7.996737263880939,0,1,1067
1061,5,0,2,0,0,0.0,1,1,1071
1062,0,0,4,7,0,11.0,0,0,1084
1063,0,0,9,3,0,5.0,0,0,1080
1064,1,0,3,3,0,11.0,4,0,1086
1065,10,0,7,6,0,5.0,9,0,1092
1066,1,0,8,6,0,13.0,8,0,1102
1067,1,0,0,5,0,5.0,8,0,1086
1068,4,0,10,4,0,11.0,4,0,1101
1069,2,0,7,7,0,11.0,6,0,1102
1070,2,0,8,5,0,6.0,3,0,1094
1071,0,0,8,3,0,7.0,5,0,1094
1072,1,0,0,5,0,11.0,6,0,1095
1073,0,0,5,5,0,12.0,9,0,1104
1074,3,0,5,0,0,12.0,3,0,1097
1075,1,0,6,5,0,7.0,8,0,1102
1076,3,0,3,4,0,11.0,3,0,1100
1077,1,0,5,5,0,14.0,8,0,1110
1078,0,0,9,4,0,12.0,5,0,1108
1079,3,0,6,5,0,9.0,3,0,1105
1080,2,0,6,0,0,8.0,0,0,1096
1081,2,0,6,5,0,15.0,3,0,1112
1082,4,0,5,5,0,8.0,8,0,1112
1083,0,0,5,3,0,11.0,8,0,1110
1084,7,0,3,2,0,7.996737263880939,0,1,1098
1085,1,0,8,3,0,12.0,5,0,1114
1086,0,0,5,6,0,6.0,4,0,1107
1087,0,0,7,0,0,14.0,9,0,1117
1088,4,0,10,7,0,11.0,8,0,1128
1089,1,0,7,5,0,7.0,10,0,1119
1090,0,0,5,5,0,3.0,5,0,1108
1091,6,0,2,3,0,1.0,2,1,1107
1092,3,0,5,4,0,8.0,5,0,1117
1093,6,0,0,0,0,3.0,2,1,1105
1094,3,0,4,6,0,7.996737263880939,7,0,1114
1095,3,0,4,5,0,6.0,8,0,1121
1096,0,0,5,7,0,7.0,6,0,1121
1097,2,0,9,7,0,8.0,5,0,1128
1098,3,0,5,5,0,4.0,7,0,1122
1099,3,0,5,4,0,11.0,3,0,1125
1100,3,0,7,3,0,5.0,7,0,1125
1101,5,0,1,3,0,2.0,0,1,1114
1102,3,0,8,5,0,9.0,8,0,1135
1103,1,0,9,6,0,10.0,9,0,1138
1104,0,0,9,4,0,3.0,2,0,1122
1105,0,0,7,3,0,15.0,5,0,1135
1106,3,0,6,6,0,15.0,6,0,1142
1107,3,0,7,3,0,11.0,8,0,1139
1108,2,0,4,3,0,4.0,8,0,1129
1109,7,0,1,1,0,7.996737263880939,1,1,1121
1110,7,0,2,2,0,2.0,3,1,1128
1111,2,0,8,3,0,7.0,6,0,1137
1112,1,0,9,7,0,11.0,4,0,1144
1113,2,0,8,5,0,12.0,10,0,1150
1114,0,0,6,4,0,8.0,0,0,1132
1115,4,0,4,7,0,8.0,7,0,1145
1116,3,0,6,6,0,7.996737263880939,6,0,1137
1117,1,0,7,0,0,13.0,9,0,1147
1118,7,0,2,0,0,2.0,2,1,1133
1119,5,0,1,2,0,4.0,1,1,1133
1120,3,0,10,5,0,8.0,8,0,1154
1121,2,0,9,4,0,7.996737263880939,7,0,1143
1122,0,0,7,5,0,4.0,5,0,1143
1123,7,0,1,3,0,0.0,3,1,1139
1124,2,0,3,6,0,15.0,7,0,1157
1125,0,0,4,4,0,10.0,4,0,1147
1126,8,0,0,0,0,1.0,0,1,1136
1127,1,0,4,5,0,12.0,4,0,1153
1128,1,0,8,7,0,9.0,9,0,1162
1129,0,0,0,3,0,9.0,3,0,1144
1130,1,0,7,5,0,12.0,7,0,1162
1131,0,0,3,5,0,8.0,9,0,1156
1132,3,0,3,3,0,4.0,6,0,1151
1133,1,0,7,3,0,14.0,6,0,1164
1134,1,0,10,6,0,12.0,10,0,1173
1135,0,0,8,5,0,12.0,5,0,1165
1136,1,0,8,6,0,10.0,3,0,1164
1137,0,0,8,6,0,5.0,8,0,1164
1138,2,0,4,3,0,15.0,9,0,1171
1139,10,0,3,2,0,5.0,1,1,1152
1140,10,0,6,5,0,8.0,3,0,1162
1141,1,0,8,7,0,11.0,8,0,1176
1142,4,0,6,7,0,8.0,7,0,1174
1143,4,0,0,1,0,1.0,0,1,1150
1144,6,0,1,2,0,4.0,2,1,1160
1145,2,0,6,0,0,8.0,8,0,1169
1146,4,0,1,1,0,5.0,3,1,1162
1147,2,0,9,5,0,12.0,0,0,1175
1148,1,0,8,6,0,7.0,8,0,1178
1149,1,0,4,5,0,12.0,9,0,1180
1150,9,0,3,1,0,0.0,1,1,1166
1151,3,0,4,4,0,11.0,5,0,1178
1152,1,0,8,7,0,14.0,6,0,1188
1153,0,0,9,5,0,9.0,6,0,1182
1154,2,0,5,7,0,14.0,8,0,1190
1155,11,0,0,2,0,5.0,0,1,1175
1156,2,0,6,6,0,8.0,8,0,1186
1157,3,0,7,5,0,14.0,6,0,1192
1158,3,0,5,3,0,10.0,0,0,1179
1159,1,0,10,3,0,6.0,5,0,1184
1160,1,0,6,5,0,13.0,7,0,1192
1161,0,0,4,6,0,7.0,4,0,1182
1162,1,0,8,3,0,8.0,7,0,1189
1163,2,0,3,5,0,14.0,4,0,1191
1164,10,0,0,0,0,2.0,2,1,1179
1165,2,0,7,5,0,8.0,9,0,1196
1166,7,0,3,1,0,3.0,0,1,1182
1167,1,0,5,3,0,5.0,0,0,1181
1168,3,0,7,5,0,15.0,7,0,1205
1169,2,0,7,3,0,5.0,7,0,1193
1170,4,0,10,7,0,12.0,5,0,1208
1171,4,0,0,0,0,0.0,0,1,1177
1172,7,0,1,0,0,5.0,3,1,1190
1173,2,0,9,6,0,7.0,7,0,1204
1174,7,0,0,1,0,3.0,2,1,1188
1175,10,0,6,7,0,8.0,7,0,1203
1176,1,0,6,6,0,10.0,9,0,1208
1177,2,0,6,7,0,10.0,9,0,1211
1178,2,0,8,7,0,10.0,5,0,1210
1179,4,0,2,2,0,1.0,0,1,1190
1180,0,0,8,3,0,14.0,4,0,1209
1181,3,0,9,4,0,9.0,6,0,1212
1182,3,0,5,7,0,10.0,0,0,1207
1183,3,0,4,3,0,7.996737263880939,8,0,1201
1184,4,0,9,7,0,9.0,10,0,1223
1185,2,0,5,6,0,14.0,8,0,1220
1186,2,0,9,7,0,12.0,4,0,1220
1187,9,0,3,0,0,10.0,0,1,1211
1188,2,0,9,5,0,7.0,3,0,1214
1189,3,0,7,4,0,5.0,7,0,1215
1190,3,0,5,4,0,7.0,5,0,1214
1191,4,0,4,7,0,6.0,3,0,1215
1192,0,0,3,6,0,13.0,8,0,1222
1193,5,0,2,2,0,5.0,0,1,1209
1194,2,0,8,4,0,7.0,5,0,1220
1195,0,0,6,7,0,8.0,3,0,1219
1196,0,0,3,4,0,11.0,6,0,1220
1197,10,0,0,2,0,4.0,0,1,1215
1198,2,0,7,5,0,6.0,3,0,1221
1199,6,0,3,1,0,2.0,3,1,1216
1200,0,0,5,5,0,12.0,5,0,1227
1201,0,0,4,5,0,9.0,7,0,1226
1202,8,0,0,1,0,2.0,0,1,1214
1203,9,0,2,2,0,0.0,1,0,1219
1204,5,0,5,3,0,10.0,8,0,1235
1205,7,0,0,3,0,5.0,1,1,1223
1206,0,0,8,4,0,14.0,4,0,1236
1207,3,0,8,4,0,5.0,8,0,1235
1208,2,0,8,3,0,9.0,4,0,1234
1209,5,0,3,0,0,0.0,3,1,1222
1210,3,0,8,6,0,13.0,9,0,1249
1211,2,0,9,6,0,6.0,3,1,1237
1212,10,0,5,3,0,6.0,9,0,1235
1213,0,0,7,6,0,4.0,8,0,1238
1214,7,0,0,0,0,2.0,2,1,1227
1215,5,0,1,3,0,5.0,0,1,1231
1216,2,0,5,7,0,13.0,5,0,1248
1217,0,0,7,4,0,10.0,8,0,1246
1218,2,0,5,0,0,10.0,4,0,1239
1219,3,0,5,5,0,6.0,6,0,1244
1220,1,0,6,7,0,11.0,0,0,1245
1221,9,0,1,0,0,2.0,0,1,1234
1222,2,0,8,6,0,11.0,4,0,1253
1223,3,0,7,7,0,13.0,3,0,1256
1224,0,0,4,0,0,14.0,4,0,1246
1225,3,0,7,4,0,7.0,7,0,1253
1226,3,0,6,6,0,10.0,6,0,1257
